ID_Cliente,Nome_Completo,Idade,Sexo,CPF,Estado,Cidade,Região,Tempo_de_Casa,Perfil_Investidor,Patrimonio_Total,Renda_Fixa,Acoes,FIIs,Cripto,ETFs,Tesouro,Valor_Pago_Corretora,Ativo
3757,Lara Dias,70,Pendente,62.1.594.805-50,SP,das Neves Alegre,Sudeste,14,Arrojado,1562257.94,24,10,33,3,23,4,15044.28,Ativo
3758,Valentina Gomes,58,Não Informado,91.2.906.582-85,RJ,Campos,Sudeste,19,Arrojado,1955032.62,28,14,30,33,32,6,9251.64,Ativo
3759,Emilly Peixoto,28,Pendente,84.7.835.016-02,RJ,Nunes,Sudeste,8,Moderado,968521.84,4,8,33,3,0,8,9385.69,Ativo
3760,Yago Aragão,60,Não Informado,62.6.657.816-62,PA,Castro do Campo,Norte,7,Conservador,193997.86,45,23,38,5,9,5,1490.56,Inativo
3761,Bryan da Cruz,30,Não Informado,02.6.691.915-41,SP,Lima do Oeste,Sudeste,4,Moderado,839823.08,15,26,33,0,17,3,1894.84,Inativo
3762,Sra. Ana Júlia da Mata,45,Pendente,40.0.658.615-90,RJ,Araújo,Sudeste,14,Arrojado,6755854.36,24,41,17,27,40,19,44213.42,Ativo
3763,Sra. Ana Beatriz Lima,53,M,06.6.227.712-00,SC,Almeida de Goiás,Sul,4,Arrojado,7180866.9,9,37,3,20,21,19,39420.0,Pendente
3764,Caio Santos,24,F,51.7.384.175-30,SP,Barros do Norte,Sudeste,16,Moderado,443390.23,23,4,16,7,1,18,3986.81,Ativo
3765,Benício da Paz,55,M,32.4.007.212-20,SP,Porto,Sudeste,1,Moderado,984082.0,7,16,14,2,7,2,3496.5,Ativo
3766,Mariane Barros,54,M,43.3.168.207-28,SP,Carvalho,Sudeste,5,Arrojado,9714507.93,27,36,17,6,22,6,39087.31,Ativo
3767,Arthur Alves,34,Não Informado,02.1.453.115-56,SP,Jesus,Sudeste,16,Moderado,398937.82,22,4,8,8,18,8,1142.8,Pendente
3768,Erick Cavalcanti,51,F,45.1.291.958-92,RJ,Castro de Rezende,Sudeste,7,Arrojado,4919686.63,21,17,24,9,32,8,12029.23,Ativo
3769,Maria Eduarda Peixoto,61,Não Informado,57.0.874.765-05,MG,Cavalcanti,Nordeste,14,Conservador,76239.87,45,7,13,3,12,22,247.34,Inativo
3770,Brenda Moraes,51,Pendente,74.4.468.717-06,ES,Santos,Sudeste,10,Arrojado,8899674.87,6,28,26,17,37,19,54186.14,Inativo
3771,Nathan Gomes,49,Não Informado,86.4.964.658-19,SP,Souza de Melo,Centro-Oeste,13,Moderado,326607.7,28,18,20,9,8,11,1798.32,Ativo
3772,Sr. Pedro Lucas Costa,31,Não Informado,90.2.585.525-30,MG,da Rocha,Sudeste,5,Arrojado,2274702.27,20,32,18,38,37,10,18543.62,Pendente
3773,Sr. Joaquim Souza,48,M,24.1.052.835-02,SP,Costa,Sudeste,19,Arrojado,8544470.78,10,5,24,15,37,6,58507.29,Inativo
3774,Bárbara Souza,57,Não Informado,02.0.158.128-06,MG,Silveira de Almeida,Sudeste,7,Conservador,182722.78,16,38,5,2,16,42,1610.4,Ativo
3775,Yago Rezende,22,Pendente,47.6.069.371-84,PR,Dias,Sul,5,Arrojado,7341964.24,6,1,5,11,17,0,68775.97,Inativo
3776,Kaique Cavalcanti,51,M,49.6.377.027-09,MG,Araújo da Prata,Sudeste,11,Conservador,169768.27,55,8,11,2,4,38,1102.12,Ativo
3777,Ana Sophia Ribeiro,71,Pendente,04.2.850.388-89,BA,Costela,Nordeste,4,Conservador,6493.9,70,1,24,5,15,17,21.48,Inativo
3778,Maria Vitória Nogueira,70,Não Informado,71.8.830.310-01,PR,Rocha do Amparo,Sul,12,Conservador,91745.03,22,19,21,4,13,41,232.55,Pendente
3779,Luiz Otávio da Paz,43,Não Informado,79.7.618.574-84,SP,Mendes de Dias,Sudeste,17,Moderado,408605.81,1,2,24,5,13,6,3222.21,Ativo
3780,Kamilly Cavalcanti,61,F,11.4.100.957-97,SP,da Mata,Sudeste,2,Conservador,72265.11,12,11,13,5,15,39,442.0,Ativo
3781,Marcos Vinicius Alves,47,F,15.5.039.680-34,RJ,Moraes dos Dourados,Sudeste,4,Arrojado,7085265.66,21,55,30,28,24,17,62554.54,Inativo
3782,Alícia Alves,20,F,29.4.945.131-42,SP,Fernandes,Sudeste,14,Arrojado,9214528.03,14,23,35,23,28,1,45960.48,Inativo
3783,Diogo Cunha,60,F,15.6.013.994-33,ES,Novaes,Sudeste,19,Arrojado,6951062.71,23,56,35,28,39,15,17543.61,Ativo
3784,Cauã Novaes,24,F,87.3.435.711-41,PI,Nogueira,Nordeste,7,Arrojado,3506787.14,14,42,2,13,40,3,7381.75,Inativo
3785,Sophie Nascimento,79,F,72.9.981.876-09,PR,Ramos Paulista,Sul,5,Conservador,63074.43,32,19,5,6,16,2,399.89,Ativo
3786,Lorena Aragão,78,Não Informado,82.7.214.846-30,SP,Pires da Praia,Sudeste,17,Arrojado,1909396.25,2,5,34,11,10,19,17379.92,Ativo
3787,Mariane Costa,26,Não Informado,69.6.614.695-12,SP,Moreira,Sudeste,14,Moderado,272112.07,23,12,40,4,17,3,1620.81,Ativo
3788,Srta. Ana Laura Martins,68,Pendente,93.9.615.744-99,SP,Correia,Sudeste,6,Arrojado,4532194.6,12,39,36,9,30,15,17057.22,Ativo
3789,Fernanda da Conceição,26,F,87.1.164.887-23,SP,Cardoso do Sul,Sudeste,5,Conservador,181028.64,45,20,35,8,14,39,1417.77,Inativo
3790,Enrico da Paz,75,Pendente,65.6.074.168-01,RJ,Barbosa do Galho,Sudeste,13,Conservador,129528.89,16,1,7,2,7,48,586.09,Inativo
3791,Yuri da Cruz,49,Não Informado,00.9.561.488-59,PE,da Rosa do Campo,Nordeste,4,Moderado,977880.72,17,25,30,6,18,5,6434.89,Pendente
3792,Clarice Cunha,49,Não Informado,35.9.464.575-43,SP,Viana da Mata,Sudeste,8,Arrojado,3461994.91,9,45,19,3,30,5,16384.75,Inativo
3793,Enzo Gabriel Araújo,59,Pendente,30.1.916.463-00,SP,Jesus,Sudeste,16,Conservador,172828.81,45,8,36,7,10,10,544.38,Ativo
3794,Sra. Maria Vitória Cardoso,26,Não Informado,90.9.218.900-60,SP,Lopes,Sudeste,8,Conservador,131365.64,16,3,0,6,17,36,880.81,Ativo
3795,Augusto da Conceição,78,M,85.1.325.053-84,MG,Moura,Sudeste,2,Conservador,75180.27,13,6,24,0,5,40,616.6,Pendente
3796,Lorena Moreira,69,M,45.1.266.497-10,PA,Gonçalves das Flores,Norte,19,Moderado,491585.99,22,7,11,7,1,15,1947.06,Ativo
3797,Enzo Melo,35,Pendente,81.3.415.791-23,PI,Lima,Nordeste,11,Conservador,97032.21,27,23,6,8,6,6,538.22,Ativo
3798,Bryan Almeida,72,F,99.6.927.176-82,MG,Aragão do Campo,Sudeste,7,Moderado,645042.87,15,25,4,0,9,2,4263.1,Ativo
3799,Luiz Felipe Peixoto,76,F,57.3.462.321-00,RJ,da Costa do Amparo,Sudeste,12,Moderado,494633.74,7,28,15,2,8,1,2072.29,Inativo
3800,Valentina Pereira,41,M,33.3.656.418-23,SP,Lopes,Sudeste,12,Conservador,117212.1,23,5,31,10,6,11,799.02,Inativo
3801,Marcos Vinicius Mendes,56,F,42.9.990.639-03,PE,Correia Grande,Nordeste,15,Conservador,185028.79,12,20,25,7,8,2,1381.72,Inativo
3802,Levi Sales,36,F,01.7.199.106-00,SC,Castro Grande,Sul,4,Conservador,157503.54,16,39,26,1,3,47,618.16,Pendente
3803,Isadora Sales,55,F,19.4.260.218-92,SP,Mendes,Sudeste,8,Moderado,472368.65,25,31,19,9,2,1,1607.54,Ativo
3804,Davi Lucas Nascimento,66,F,38.1.277.840-87,SP,Rezende,Sudeste,6,Arrojado,5186557.51,15,55,1,3,18,11,18867.08,Pendente
3805,Thomas Nogueira,76,Não Informado,87.6.219.821-10,SP,da Costa,Sudeste,13,Arrojado,7265151.4,25,41,18,22,15,18,38458.04,Ativo
3806,Leandro Moura,55,Pendente,14.7.092.650-46,SP,Pereira dos Dourados,Sudeste,11,Arrojado,9452336.53,18,42,5,16,0,0,39244.73,Ativo
3807,Arthur Moraes,36,M,11.6.866.989-84,SP,Pires,Sudeste,18,Conservador,186798.08,47,4,35,2,10,30,501.37,Ativo
3808,Lorenzo da Rocha,80,Não Informado,34.5.300.470-16,BA,Santos,Nordeste,17,Moderado,835302.27,22,30,34,3,7,9,8254.74,Inativo
3809,João Guilherme Nogueira,69,Pendente,45.0.437.371-82,SP,Rocha da Prata,Sudeste,2,Arrojado,9282997.66,11,16,38,9,33,14,32393.77,Ativo
3810,Lucca Caldeira,62,Não Informado,70.1.788.135-40,MG,Castro,Sudeste,16,Arrojado,7513292.37,16,42,19,12,22,2,61211.99,Ativo
3811,Dr. Enzo Souza,71,F,01.3.583.422-88,MG,da Mata,Sudeste,18,Conservador,164700.69,28,2,18,3,10,6,804.81,Ativo
3812,Breno Jesus,46,Não Informado,79.2.790.541-47,TO,Ramos da Serra,Norte,17,Arrojado,6378687.41,3,52,25,13,15,13,17846.6,Inativo
3813,Davi Lucca da Luz,27,M,47.4.639.524-10,PA,Ferreira das Flores,Norte,16,Moderado,797111.0,5,10,16,2,12,16,2993.1,Ativo
3814,Juliana da Conceição,30,F,74.4.975.014-77,MT,da Mata de Silveira,Centro-Oeste,7,Conservador,145128.66,6,1,37,0,18,48,1034.24,Inativo
3815,Augusto Porto,18,M,22.6.330.019-80,AM,Pereira Paulista,Norte,19,Arrojado,5505273.19,1,34,24,39,3,18,32735.22,Ativo
3816,Levi Nascimento,57,M,87.5.946.261-25,RS,da Conceição,Sul,2,Arrojado,6029088.72,28,52,22,28,33,1,27894.79,Inativo
3817,Thales da Rocha,26,Não Informado,38.4.436.652-03,SP,da Rocha da Prata,Sudeste,18,Arrojado,2633333.63,0,5,7,19,28,14,22452.05,Inativo
3818,Kamilly Cunha,31,Pendente,51.7.880.143-16,SC,Costela do Oeste,Sul,2,Moderado,904259.03,1,1,39,5,8,5,8170.83,Inativo
3819,Rebeca Santos,43,F,98.7.715.651-24,SP,Barros de Oliveira,Sudeste,6,Conservador,164338.55,38,24,5,4,6,25,893.22,Ativo
3820,Srta. Yasmin Ferreira,72,Não Informado,27.5.617.139-59,SP,Dias da Serra,Sudeste,11,Conservador,105154.6,54,13,19,7,3,46,694.49,Inativo
3821,Sra. Stephany Moura,75,Pendente,93.5.725.637-71,RS,Ferreira,Sul,16,Conservador,151413.47,31,3,7,3,8,47,920.65,Ativo
3822,Sr. Rodrigo Souza,49,Não Informado,73.3.623.425-90,PR,Ribeiro,Sul,7,Conservador,39837.73,56,24,39,8,15,37,328.1,Ativo
3823,Kamilly Cardoso,79,F,65.2.899.885-05,RO,Porto das Pedras,Norte,17,Moderado,791361.71,12,14,9,3,7,9,2414.27,Ativo
3824,Ian da Mota,77,Não Informado,79.8.732.162-19,AL,Oliveira dos Dourados,Nordeste,9,Arrojado,2455558.3,30,55,10,2,26,8,7184.13,Ativo
3825,Sra. Lívia Rezende,34,Não Informado,66.0.458.945-53,PR,Mendes de Monteiro,Sul,17,Arrojado,7000254.59,27,22,25,22,3,18,48385.47,Inativo
3826,Leandro Cardoso,49,M,54.1.345.304-31,SP,Duarte,Sudeste,11,Arrojado,8187423.43,7,51,32,31,21,9,40761.55,Ativo
3827,Emanuella da Conceição,43,Não Informado,85.9.625.608-33,RS,Rocha,Sul,11,Arrojado,9608522.33,9,25,15,18,35,18,85022.67,Inativo
3828,Sofia Costela,76,Não Informado,32.9.076.582-20,SP,da Rocha de da Mata,Sudeste,18,Arrojado,8349722.12,1,55,20,20,8,6,72960.51,Ativo
3829,Srta. Camila da Conceição,34,Não Informado,64.9.459.924-95,SP,Cavalcanti de Cavalcanti,Sudeste,7,Arrojado,9105945.0,15,44,23,22,14,9,47247.71,Ativo
3830,Lucas Gabriel Moura,29,Pendente,81.0.791.084-24,RJ,Pereira de Costa,Sudeste,7,Arrojado,9354946.68,25,3,3,14,9,2,48905.11,Pendente
3831,Kevin da Cunha,41,F,05.1.327.087-65,RS,Gonçalves,Sul,2,Moderado,652953.33,11,7,32,2,8,15,6261.04,Pendente
3832,Maria Cecília Moura,66,Não Informado,97.5.235.796-20,SC,Gomes,Sul,4,Moderado,517582.82,5,22,32,9,10,1,3005.59,Ativo
3833,Juliana Vieira,23,Pendente,70.2.562.364-45,SP,Azevedo,Sudeste,1,Conservador,149859.55,32,14,19,3,12,23,303.96,Ativo
3834,Calebe Pereira,25,M,27.7.613.867-90,SP,da Rocha,Sudeste,2,Moderado,956176.9,13,19,19,0,16,18,3807.9,Ativo
3835,Diego Araújo,38,Não Informado,05.6.353.067-72,SP,Oliveira,Sudeste,15,Arrojado,7664943.73,24,57,14,36,14,4,65675.71,Pendente
3836,Alana Castro,72,F,93.8.630.858-41,RJ,da Mata das Flores,Sudeste,10,Conservador,5712.01,44,12,24,8,8,10,15.68,Ativo
3837,Ana Julia Caldeira,25,Pendente,46.0.078.518-50,SP,Viana do Sul,Sudeste,13,Arrojado,5694982.79,24,8,3,28,27,2,20749.99,Pendente
3838,Levi Rezende,44,Pendente,72.9.363.178-27,PR,da Rosa,Sul,15,Moderado,488892.85,28,25,13,5,4,2,1512.74,Inativo
3839,João da Mota,28,Não Informado,63.7.476.266-53,SP,Barbosa de Mendes,Sudeste,15,Arrojado,9811059.01,14,33,28,28,25,9,64542.26,Pendente
3840,Arthur Gonçalves,27,Não Informado,00.8.780.324-01,SP,da Rocha,Sudeste,2,Arrojado,5487443.23,21,32,20,39,18,16,22217.7,Pendente
3841,Laís da Mata,69,Não Informado,72.6.088.601-33,SP,Freitas das Flores,Sudeste,1,Moderado,924477.81,3,10,38,10,7,4,8559.52,Ativo
3842,Carlos Eduardo Pires,70,M,14.9.001.871-94,PR,Freitas,Sul,17,Conservador,103150.15,59,1,38,6,16,30,723.01,Ativo
3843,Larissa Duarte,56,Pendente,10.3.574.123-70,SP,Viana,Sudeste,11,Moderado,784959.43,13,40,22,6,3,1,2109.89,Inativo
3844,Alícia Novaes,64,M,31.6.309.840-19,SP,Ferreira do Norte,Sudeste,3,Moderado,557412.35,15,0,35,6,4,5,1733.92,Ativo
3845,Dr. Calebe das Neves,38,Pendente,61.8.931.929-70,RJ,Costela,Sudeste,2,Arrojado,7163657.08,19,17,13,32,22,8,29292.88,Ativo
3846,Srta. Sophie Sales,20,F,33.9.790.588-59,SP,Viana,Sudeste,16,Conservador,86107.26,15,24,23,3,0,9,329.57,Inativo
3847,Davi Lucca Costa,71,Não Informado,16.9.930.771-75,SP,das Neves da Praia,Sudeste,12,Moderado,762541.97,27,5,9,1,11,5,6528.36,Pendente
3848,Heitor Pereira,29,F,77.0.155.900-00,SP,Costela,Sudeste,15,Moderado,704501.56,1,28,33,9,5,11,5258.42,Inativo
3849,Raquel Peixoto,54,F,71.6.729.691-07,MG,Novaes de Melo,Sudeste,1,Arrojado,1893334.47,1,5,14,17,28,12,17888.5,Ativo
3850,Lorenzo da Cunha,66,Pendente,46.6.133.926-69,SP,Moraes do Oeste,Sudeste,13,Arrojado,2882727.31,5,12,35,17,11,11,16871.08,Ativo
3851,Emanuella Moura,62,Não Informado,24.1.616.638-70,SP,Porto,Sudeste,4,Arrojado,2765360.75,15,40,14,16,27,12,13663.29,Inativo
3852,Luiz Fernando Viana,73,M,68.3.789.265-75,RJ,Jesus do Sul,Sudeste,16,Conservador,97270.74,19,32,11,9,5,31,554.91,Ativo
3853,Sra. Isabelly Oliveira,65,F,61.9.134.316-73,SP,da Cunha,Sudeste,16,Conservador,98662.6,36,23,28,2,12,5,197.51,Pendente
3854,Alana Cavalcanti,33,Pendente,25.3.077.601-67,PE,Barbosa,Nordeste,7,Conservador,117582.16,37,14,2,1,16,12,661.68,Pendente
3855,Vitor Cardoso,44,Não Informado,05.3.610.515-43,SP,Jesus de Goiás,Sudeste,4,Moderado,386445.28,2,24,39,8,16,13,3219.08,Inativo
3856,Guilherme Ferreira,67,F,39.9.613.317-02,SP,das Neves,Sudeste,6,Conservador,184438.2,50,7,13,1,8,27,1581.57,Pendente
3857,João Felipe da Mota,19,M,60.3.008.638-37,DF,da Rocha,Centro-Oeste,10,Arrojado,2034660.96,28,9,37,36,32,17,17066.84,Inativo
3858,Davi Luiz Farias,73,Pendente,94.4.206.925-02,SP,Campos do Norte,Sudeste,2,Arrojado,7916689.98,15,8,21,24,28,3,59221.33,Ativo
3859,Dr. João Felipe Caldeira,28,F,09.7.688.481-03,SP,das Neves,Sudeste,8,Conservador,1102.12,49,13,10,9,9,24,7.02,Ativo
3860,Isaac Azevedo,34,Não Informado,53.3.991.603-05,RJ,Nunes,Sudeste,8,Conservador,93024.82,8,28,8,7,15,26,863.42,Ativo
3861,Maria Clara Gomes,69,F,08.5.554.595-08,RS,da Mota,Sul,19,Conservador,3793.96,66,3,18,2,6,33,31.86,Ativo
3862,Diogo da Cruz,78,Pendente,00.9.373.803-00,SP,Farias das Flores,Sudeste,12,Arrojado,7034175.27,15,47,22,19,1,7,41958.07,Ativo
3863,Lara Costela,20,M,89.1.458.230-22,SP,Teixeira,Sudeste,8,Conservador,174859.66,13,37,28,2,19,28,1232.19,Ativo
3864,Sr. Cauã Costela,27,Pendente,57.2.865.590-44,MG,Fogaça de Minas,Sudeste,18,Conservador,77743.01,63,6,19,4,6,46,218.83,Pendente
3865,Ana Carolina Pires,77,F,86.4.551.881-36,SP,Novaes Alegre,Sudeste,1,Moderado,874838.44,3,26,16,3,1,17,7413.35,Inativo
3866,Maria Vitória Cunha,74,M,39.8.171.464-48,SP,Costa,Sudeste,7,Conservador,32195.14,38,28,39,1,9,31,259.19,Ativo
3867,Luiz Felipe Nunes,29,Não Informado,22.2.039.087-00,SP,Cardoso,Sudeste,16,Moderado,311820.94,8,21,21,1,9,10,2281.3,Inativo
3868,Gabriela Moura,43,F,47.5.740.961-39,SP,da Cruz de Minas,Sudeste,14,Moderado,425804.54,20,4,18,6,3,6,1215.58,Ativo
3869,Carolina Fogaça,45,Pendente,45.6.860.042-18,SP,da Rocha,Sudeste,4,Arrojado,5128237.27,19,14,16,5,18,6,21128.44,Pendente
3870,Sr. Nicolas Costela,32,Não Informado,32.4.203.667-00,RJ,Novaes,Sudeste,2,Conservador,48771.35,16,21,28,0,16,23,460.39,Inativo
3871,Samuel Dias,70,M,34.1.642.716-55,SP,Rocha,Sudeste,10,Arrojado,9358831.34,13,28,7,20,13,19,52131.53,Pendente
3872,Thiago Nunes,32,M,74.8.276.810-66,RS,Pereira,Sul,5,Conservador,126883.56,56,32,30,8,6,33,623.31,Ativo
3873,Lucas Lopes,22,Não Informado,63.4.255.439-03,SP,Silva,Sudeste,7,Conservador,178868.15,0,25,18,7,14,9,1494.36,Ativo
3874,Eloah Nogueira,70,F,20.9.317.388-30,MG,da Conceição,Sudeste,8,Conservador,176450.91,65,21,8,0,19,9,581.99,Pendente
3875,Pedro Henrique Pereira,75,Não Informado,42.1.467.616-52,SP,Porto,Sudeste,1,Moderado,607479.33,17,6,27,9,5,3,1610.93,Pendente
3876,Antônio Almeida,23,Não Informado,42.0.752.563-73,GO,Teixeira,Centro-Oeste,9,Moderado,975709.61,19,33,10,4,18,11,6020.7,Ativo
3877,Sr. Gabriel Caldeira,76,Pendente,06.3.470.136-30,PA,da Cunha,Norte,19,Conservador,188648.07,1,4,28,9,1,9,1340.16,Inativo
3878,Bernardo Moraes,33,F,57.3.610.508-08,SP,Melo,Sudeste,3,Moderado,825641.13,8,11,24,2,1,16,2506.67,Pendente
3879,Ian Castro,40,M,01.5.958.928-26,RS,da Rocha Grande,Sul,3,Moderado,444113.97,11,17,22,7,19,1,1448.36,Inativo
3880,Maysa Cavalcanti,36,F,80.5.803.766-48,RJ,Duarte do Norte,Sudeste,13,Arrojado,4092888.74,30,34,21,26,30,3,21250.59,Inativo
3881,Luiza Rezende,39,Pendente,45.4.313.742-65,SP,Ferreira,Sudeste,14,Arrojado,3103773.39,9,33,21,8,40,5,11584.7,Inativo
3882,Ana Moura,61,M,32.1.319.107-89,RO,Costela Grande,Norte,17,Arrojado,8003649.77,4,38,28,21,22,2,31200.91,Pendente
3883,Maria Cecília Duarte,74,M,72.6.082.135-37,SP,Martins da Prata,Sudeste,9,Arrojado,7767275.46,34,20,22,32,33,13,40326.07,Inativo
3884,Nicolas da Mata,23,Pendente,23.2.738.827-94,MG,Jesus,Sudeste,1,Arrojado,7683692.99,21,51,18,20,16,5,38724.94,Pendente
3885,Luana Sales,20,Não Informado,85.8.452.112-71,PI,Pinto,Nordeste,2,Moderado,266975.37,17,9,3,8,10,13,1230.33,Pendente
3886,Isis da Paz,75,Não Informado,04.5.650.163-03,MG,Duarte,Sudeste,11,Moderado,413368.52,2,4,40,5,15,3,896.82,Inativo
3887,Nicolas Pinto,60,F,78.3.852.635-35,RJ,Castro da Praia,Sudeste,13,Moderado,788548.07,7,16,36,9,15,12,2226.85,Inativo
3888,Ana Carolina da Cunha,70,Não Informado,80.0.369.155-99,PR,Rezende da Prata,Sul,12,Moderado,634116.52,25,32,27,4,4,12,1648.26,Ativo
3889,Leandro Freitas,38,Pendente,13.1.638.128-56,SP,Silveira,Sudeste,15,Conservador,87656.88,28,14,22,1,5,34,337.52,Inativo
3890,Lívia Moraes,35,Não Informado,38.8.025.444-33,MG,Viana,Sudeste,8,Moderado,850709.44,16,12,24,3,18,12,7134.7,Ativo
3891,Dr. Thales Rocha,74,Não Informado,90.9.095.944-06,SP,Nunes,Sudeste,12,Arrojado,5351294.9,24,53,35,15,27,17,43215.96,Ativo
3892,Anthony Silva,30,M,07.8.152.778-37,SP,Novaes do Amparo,Sudeste,16,Conservador,72576.25,26,31,25,9,2,34,589.2,Ativo
3893,Maria Luiza da Cunha,60,F,18.1.989.240-94,SC,Lima do Oeste,Sul,19,Moderado,714644.31,24,23,10,8,9,17,5407.98,Inativo
3894,Gabrielly Moura,45,Não Informado,16.0.890.647-77,MG,Novaes,Sudeste,16,Moderado,738461.28,17,9,17,3,13,8,3073.7,Pendente
3895,Bruna da Luz,40,M,49.1.684.260-03,PR,Monteiro,Sul,15,Conservador,26304.13,50,31,36,10,7,38,87.05,Pendente
3896,Luiz Otávio da Mata,68,Pendente,01.7.936.354-98,SP,Nunes da Serra,Sudeste,7,Arrojado,9453989.93,26,14,16,23,36,7,37272.72,Ativo
3897,Levi da Luz,58,Pendente,44.5.078.490-12,RJ,da Mota Verde,Sudeste,11,Moderado,390067.77,25,7,21,8,8,13,1271.03,Ativo
3898,Diego Alves,58,Pendente,62.3.812.775-95,SP,da Cunha,Sudeste,15,Arrojado,1735119.02,27,8,4,8,0,2,15386.12,Inativo
3899,Felipe Freitas,63,Não Informado,64.3.738.167-19,RJ,Gomes,Sudeste,15,Arrojado,5699784.55,28,16,32,30,9,5,53666.65,Ativo
3900,Camila Alves,50,Não Informado,82.1.613.526-28,CE,Peixoto,Nordeste,18,Moderado,505633.12,11,3,32,7,3,7,4523.1,Ativo
3901,Ryan Pires,20,Não Informado,91.8.434.517-94,PR,Cunha,Sul,5,Moderado,931455.21,20,8,19,9,15,6,7313.24,Pendente
3902,Agatha Ferreira,47,Não Informado,28.6.409.322-71,RJ,Barros Verde,Sudeste,13,Arrojado,5364765.13,22,33,38,36,21,11,29694.84,Inativo
3903,Caroline da Mata,58,Não Informado,56.2.840.887-52,SP,Rocha,Sudeste,14,Moderado,847829.36,30,6,10,1,19,16,7450.63,Inativo
3904,Pedro Barbosa,68,Não Informado,13.8.111.844-58,SP,Dias,Sudeste,14,Moderado,538474.95,18,23,8,0,16,16,4624.3,Pendente
3905,Benjamin Cardoso,76,Não Informado,39.3.183.651-79,PI,Farias,Nordeste,19,Moderado,460849.94,10,20,39,4,5,15,1305.42,Ativo
3906,Luiz Otávio da Luz,52,Não Informado,50.1.885.053-18,SC,da Cruz,Sul,18,Arrojado,5491561.91,21,0,8,23,38,13,49784.41,Inativo
3907,Ana Laura Carvalho,49,F,54.2.907.433-07,SP,Nascimento,Sudeste,1,Moderado,363090.49,5,31,20,5,8,14,1648.4,Pendente
3908,Ryan Barbosa,23,F,15.0.684.982-20,RS,Aragão do Galho,Sul,2,Conservador,159294.59,22,39,5,2,12,19,1248.98,Ativo
3909,Luiza Azevedo,61,M,98.6.264.059-60,MG,Nunes Paulista,Sudeste,16,Arrojado,9636746.7,9,7,7,40,35,15,32943.93,Ativo
3910,Rodrigo Peixoto,58,Não Informado,07.2.729.744-94,SP,Ribeiro,Sudeste,6,Arrojado,9932648.8,30,39,37,9,32,18,57917.3,Inativo
3911,João Vitor Gomes,68,Não Informado,22.1.813.410-10,SP,Souza,Sudeste,1,Conservador,87421.43,1,27,14,5,14,20,820.4,Pendente
3912,Sr. André Martins,59,Não Informado,08.7.280.088-12,SP,Rezende,Sudeste,19,Arrojado,1700593.94,7,47,7,31,12,18,13590.61,Inativo
3913,Gabriel Pereira,33,Pendente,61.0.322.564-78,RS,Pires,Sul,16,Moderado,765661.16,20,19,38,2,20,6,2760.22,Ativo
3914,Mirella da Conceição,69,Não Informado,75.2.515.656-58,RJ,Correia,Sudeste,12,Moderado,373231.16,28,12,16,1,12,14,1801.66,Inativo
3915,Yuri Oliveira,25,Pendente,11.0.071.791-98,SP,Alves,Sudeste,15,Arrojado,5865715.85,0,26,8,9,24,4,19830.87,Inativo
3916,Emanuella Gomes,43,Não Informado,50.5.675.395-55,RJ,Pinto,Sudeste,10,Arrojado,9279175.82,22,26,18,39,5,5,54649.65,Pendente
3917,Eduardo Castro,54,Não Informado,48.3.249.236-59,CE,Monteiro Paulista,Nordeste,19,Moderado,370856.18,10,11,21,3,2,17,2668.94,Inativo
3918,Carlos Eduardo da Paz,79,M,66.3.817.781-80,SP,da Luz de Rezende,Sudeste,3,Conservador,20999.61,13,8,10,9,8,7,70.07,Inativo
3919,Joana Silveira,26,Não Informado,62.9.289.237-99,RJ,Rocha das Pedras,Norte,8,Conservador,52132.22,25,20,23,1,11,41,262.69,Inativo
3920,Kevin da Rocha,21,Pendente,98.0.714.884-70,SP,Gonçalves da Serra,Sudeste,8,Conservador,121015.0,59,12,7,8,11,48,360.35,Inativo
3921,Guilherme Pereira,60,Não Informado,39.6.097.952-50,SC,Ribeiro,Sul,15,Conservador,55009.82,2,19,1,3,6,20,509.74,Pendente
3922,Sr. Luiz Gustavo Vieira,28,Pendente,41.7.362.805-62,SC,Aragão de Carvalho,Sul,11,Moderado,886189.97,22,40,15,9,6,9,8355.76,Inativo
3923,Mariane da Mota,63,Não Informado,04.3.913.246-01,SP,Jesus,Sudeste,14,Conservador,61162.62,36,16,0,3,10,3,326.71,Inativo
3924,Augusto da Cunha,37,M,12.4.788.749-97,RJ,das Neves dos Dourados,Sudeste,10,Conservador,158849.79,37,22,28,3,15,32,1294.13,Ativo
3925,Vitor Fogaça,20,Pendente,78.6.878.689-28,SP,Sales,Sudeste,9,Arrojado,2829172.03,16,4,30,4,5,2,26723.78,Pendente
3926,Gabriel Monteiro,45,Pendente,29.4.036.834-14,SP,Melo do Oeste,Sudeste,12,Moderado,216605.19,20,39,9,6,0,19,475.58,Inativo
3927,Maria Julia Fernandes,40,F,73.2.619.411-46,SP,Alves de da Cunha,Sudeste,15,Conservador,89871.52,47,27,37,6,16,28,471.34,Ativo
3928,Vitor Teixeira,43,Não Informado,33.3.902.965-22,MG,das Neves das Flores,Sudeste,1,Arrojado,9561104.89,6,47,19,35,28,6,71607.31,Inativo
3929,Kaique Barbosa,32,F,48.2.645.240-36,MG,Rezende da Serra,Sudeste,3,Conservador,45927.5,16,4,17,10,7,41,175.48,Pendente
